task_id,replicate,num_circles,num_layers,vel_range,freq_range,source_type,signal
00000,27,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,28,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,29,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,30,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,31,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,32,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,33,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,34,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,35,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,36,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,37,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,38,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,39,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,40,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,41,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,42,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,43,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,44,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,45,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,46,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,47,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,48,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,49,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,50,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,51,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,52,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,53,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,54,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,55,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,56,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,57,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,58,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,59,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,60,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,61,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,62,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,63,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,64,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,65,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,66,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,67,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,68,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,69,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,70,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,71,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,72,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,73,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,74,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,75,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,76,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,77,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,78,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,79,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,80,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,81,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,82,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,83,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,84,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,85,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,86,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,87,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,88,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,89,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,90,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,91,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,92,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,93,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,94,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,95,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,96,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,97,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,98,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,99,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,100,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,101,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,102,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,103,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,104,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,105,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,106,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,107,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,108,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,109,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,110,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,111,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,112,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,113,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,114,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,115,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,116,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,117,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,118,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,119,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,120,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,121,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,122,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,123,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,124,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,125,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,126,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,127,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,128,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,129,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,130,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,131,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,132,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,133,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,134,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,135,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,136,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,137,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,138,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,139,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,140,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,141,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,142,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,143,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,144,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,145,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,146,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,147,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,148,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,149,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,150,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,151,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,152,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,153,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,154,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,155,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,156,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,157,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,158,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,159,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,160,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,161,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,162,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,163,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,164,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,165,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,166,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,167,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,168,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,169,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,170,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,171,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,172,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,173,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,174,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,175,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,176,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,177,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,178,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,179,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,180,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,181,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,182,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,183,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,184,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,185,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,186,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,187,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,188,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,189,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,190,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,191,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,192,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,193,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,194,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,195,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,196,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,197,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,198,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,199,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,200,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,201,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,202,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,203,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,204,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,205,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,206,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,207,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,208,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00000,209,0,0,"(1.5, 3.75)","(1.0, 8.0)",ricker,1
00001,0,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,1,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,2,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,3,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,4,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,5,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,6,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,7,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,8,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,9,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,10,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,11,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,12,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,13,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,14,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,15,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,16,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,17,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,18,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,19,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,20,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,21,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,22,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,23,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,24,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,25,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,26,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,27,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,28,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,29,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,30,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,31,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,32,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,33,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,34,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,35,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,36,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,37,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,38,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,39,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,40,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,41,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,42,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,43,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,44,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,45,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,46,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,47,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,48,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,49,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,50,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,51,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,52,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,53,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,54,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,55,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,56,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,57,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,58,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,59,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,60,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,61,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,62,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,63,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,64,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,65,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,66,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,67,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,68,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,69,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,70,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,71,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,72,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,73,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,74,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,75,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,76,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,77,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,78,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,79,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,80,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,81,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,82,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,83,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,84,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,85,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,86,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,87,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,88,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,89,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,90,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,91,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,92,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,93,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,94,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,95,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,96,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,97,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,98,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,99,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,100,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,101,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,102,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,103,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,104,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,105,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,106,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,107,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,108,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,109,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,110,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,111,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,112,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,113,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,114,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,115,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,116,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,117,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,118,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,119,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,120,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,121,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,122,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,123,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,124,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,125,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,126,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,127,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,128,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,129,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,130,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,131,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,132,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,133,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,134,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,135,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,136,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,137,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,138,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,139,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,140,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,141,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,142,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,143,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,144,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,145,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,146,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,147,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,148,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,149,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,150,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,151,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,152,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,153,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,154,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,155,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,156,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,157,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,158,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
00001,159,0,0,"(1.5, 3.75)","(1.0, 8.0)",spike,1
